barrio,tipo_anomalia,year,month,lst_mean_c,lst_coldspot_delta_c,lst_neighbor_delta_c,thermal_coldspot_zscore,thermal_neighbor_zscore,cloud_cover_pct,n_valid_pixels,thermal_leak_flag,source
56-DISPERSOS,enganche,2022,4,21.0,-2.73,-1.16,-1.39,-1.16,8.4,206,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
56-DISPERSOS,enganche,2022,5,25.6,-1.76,-1.19,-0.5,-1.19,29.2,166,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
56-DISPERSOS,enganche,2022,6,30.8,-2.65,-0.41,-1.32,-0.41,10.2,236,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
56-DISPERSOS,enganche,2022,7,40.7,-2.51,-1.03,-1.19,-1.03,32.7,94,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
56-DISPERSOS,enganche,2022,8,36.1,-1.11,-0.9,0.09,-0.9,28.7,107,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
56-DISPERSOS,enganche,2022,9,30.5,-2.03,-0.99,-0.75,-0.99,16.2,201,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
56-DISPERSOS,enganche,2022,10,24.0,-1.78,-1.08,-0.53,-1.08,11.1,116,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
56-DISPERSOS,enganche,2022,11,20.3,-2.47,-1.6,-1.16,-1.6,17.0,134,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
56-DISPERSOS,enganche,2022,12,14.5,-1.51,-0.53,-0.28,-0.53,25.6,162,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
56-DISPERSOS,enganche,2023,1,16.4,-2.06,-1.44,-0.78,-1.44,7.4,123,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
56-DISPERSOS,enganche,2023,2,14.9,-2.35,-1.21,-1.04,-1.21,20.0,103,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
56-DISPERSOS,enganche,2023,3,19.2,-2.92,-1.04,-1.56,-1.04,9.5,193,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
56-DISPERSOS,enganche,2023,4,21.4,-2.52,-0.19,-1.2,-0.19,16.6,233,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
56-DISPERSOS,enganche,2023,5,27.4,-2.36,-0.97,-1.05,-0.97,17.5,101,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
56-DISPERSOS,enganche,2023,6,31.1,-1.7,-1.23,-0.46,-1.23,5.2,94,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
56-DISPERSOS,enganche,2023,7,39.6,-2.0,-0.5,-0.73,-0.5,28.3,137,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
56-DISPERSOS,enganche,2023,8,39.9,-2.01,-1.44,-0.73,-1.44,8.7,196,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
56-DISPERSOS,enganche,2023,9,31.5,-2.43,-1.54,-1.12,-1.54,31.7,181,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
56-DISPERSOS,enganche,2023,10,24.9,-2.71,-0.79,-1.38,-0.79,14.8,217,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
56-DISPERSOS,enganche,2023,11,17.0,-1.42,-1.03,-0.2,-1.03,22.0,180,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
56-DISPERSOS,enganche,2023,12,16.9,-2.38,-1.09,-1.07,-1.09,18.8,179,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
56-DISPERSOS,enganche,2024,1,12.0,-1.89,-0.59,-0.63,-0.59,12.4,187,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
56-DISPERSOS,enganche,2024,2,16.0,-2.0,-0.01,-0.73,-0.01,34.8,191,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
56-DISPERSOS,enganche,2024,3,17.9,-1.36,-1.08,-0.15,-1.08,23.7,243,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
56-DISPERSOS,enganche,2024,4,22.2,-1.6,-0.69,-0.37,-0.69,25.6,182,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
56-DISPERSOS,enganche,2024,5,27.9,-1.62,-1.0,-0.38,-1.0,21.7,240,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
56-DISPERSOS,enganche,2024,6,32.8,-1.93,-0.39,-0.66,-0.39,16.4,145,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
56-DISPERSOS,enganche,2024,7,40.0,-2.02,-1.2,-0.74,-1.2,29.0,204,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
56-DISPERSOS,enganche,2024,8,39.0,-2.32,-0.87,-1.02,-0.87,28.4,96,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
56-DISPERSOS,enganche,2024,9,29.9,-1.99,-1.33,-0.72,-1.33,15.1,216,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
56-DISPERSOS,enganche,2024,10,26.4,-1.72,-1.05,-0.47,-1.05,14.4,148,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
56-DISPERSOS,enganche,2024,11,20.1,-2.16,-0.69,-0.87,-0.69,30.2,140,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
56-DISPERSOS,enganche,2024,12,15.1,-1.68,-1.32,-0.43,-1.32,30.4,137,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
TABARCA,contador_roto,2022,1,15.3,-0.89,1.14,0.28,1.14,16.4,160,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
TABARCA,contador_roto,2022,2,16.6,-1.16,0.63,0.04,0.63,30.3,92,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
TABARCA,contador_roto,2022,3,18.0,-1.04,-1.0,0.15,-1.0,20.9,216,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
TABARCA,contador_roto,2022,4,21.3,-0.32,0.78,0.8,0.78,26.3,154,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
TABARCA,contador_roto,2022,5,24.8,-1.1,-0.74,0.09,-0.74,24.8,151,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
TABARCA,contador_roto,2022,6,34.6,-1.75,-0.76,-0.5,-0.76,30.1,123,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
TABARCA,contador_roto,2022,7,40.2,-1.03,0.4,0.15,0.4,27.7,142,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
TABARCA,contador_roto,2022,8,36.5,-1.33,-0.68,-0.12,-0.68,30.9,149,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
TABARCA,contador_roto,2022,9,31.6,-0.66,0.57,0.49,0.57,33.9,94,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
TABARCA,contador_roto,2022,10,22.7,-0.74,-0.97,0.42,-0.97,15.0,94,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
TABARCA,contador_roto,2022,11,17.0,-1.59,-1.01,-0.35,-1.01,27.1,190,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
TABARCA,contador_roto,2022,12,15.9,-1.49,1.8,-0.26,1.8,22.2,189,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
TABARCA,contador_roto,2023,1,12.6,-1.65,0.1,-0.41,0.1,32.2,121,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
TABARCA,contador_roto,2023,2,14.8,-0.42,0.55,0.71,0.55,11.8,85,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
TABARCA,contador_roto,2023,3,18.5,-1.52,0.54,-0.3,0.54,9.1,146,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
TABARCA,contador_roto,2023,4,20.9,-0.99,-0.91,0.19,-0.91,13.5,176,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
TABARCA,contador_roto,2023,5,25.6,-1.59,-1.01,-0.35,-1.01,23.5,213,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
TABARCA,contador_roto,2023,6,31.6,-0.84,-0.07,0.32,-0.07,23.3,247,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
TABARCA,contador_roto,2023,7,40.9,-1.06,0.15,0.13,0.15,19.4,166,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
TABARCA,contador_roto,2023,8,38.3,-1.5,-0.5,-0.27,-0.5,6.3,222,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
TABARCA,contador_roto,2023,9,33.4,-0.78,0.47,0.38,0.47,13.7,226,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
TABARCA,contador_roto,2023,10,23.8,-1.17,-1.48,0.03,-1.48,20.1,199,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
TABARCA,contador_roto,2023,11,16.8,-1.6,-1.07,-0.37,-1.07,28.7,142,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
TABARCA,contador_roto,2023,12,14.3,-0.69,-0.44,0.46,-0.44,24.5,125,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
TABARCA,contador_roto,2024,1,13.6,-1.61,-1.07,-0.38,-1.07,6.9,193,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
TABARCA,contador_roto,2024,2,15.0,-0.94,-0.21,0.24,-0.21,9.9,133,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
TABARCA,contador_roto,2024,3,19.6,-0.34,-0.12,0.78,-0.12,21.3,155,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
TABARCA,contador_roto,2024,4,20.0,-1.52,0.51,-0.29,0.51,29.7,134,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
TABARCA,contador_roto,2024,5,24.3,-1.46,-0.11,-0.23,-0.11,17.7,220,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
TABARCA,contador_roto,2024,6,32.5,-0.98,-0.2,0.2,-0.2,5.1,126,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
TABARCA,contador_roto,2024,7,40.7,-0.71,0.56,0.44,0.56,22.7,120,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
TABARCA,contador_roto,2024,8,37.2,-0.09,-0.8,1.01,-0.8,22.2,212,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
TABARCA,contador_roto,2024,9,29.7,-0.68,-0.51,0.47,-0.51,20.4,184,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
TABARCA,contador_roto,2024,10,25.7,-0.94,0.58,0.24,0.58,33.5,217,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
TABARCA,contador_roto,2024,11,18.5,-1.1,-0.55,0.09,-0.55,27.8,105,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
TABARCA,contador_roto,2024,12,16.9,-1.35,0.1,-0.14,0.1,11.7,131,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
VILLAFRANQUEZA,normal,2022,1,15.8,-1.44,-0.28,-0.21,-0.28,13.4,170,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
VILLAFRANQUEZA,normal,2022,2,16.1,-1.52,-0.64,-0.29,-0.64,31.6,89,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
VILLAFRANQUEZA,normal,2022,3,18.8,-1.31,0.76,-0.1,0.76,26.9,248,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
VILLAFRANQUEZA,normal,2022,4,22.2,-0.8,-0.73,0.37,-0.73,31.4,129,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
VILLAFRANQUEZA,normal,2022,5,26.8,-1.44,-0.23,-0.22,-0.23,30.5,151,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
VILLAFRANQUEZA,normal,2022,6,33.0,-0.66,0.92,0.49,0.92,25.4,203,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
VILLAFRANQUEZA,normal,2022,7,38.9,-1.71,-0.08,-0.46,-0.08,12.4,167,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
VILLAFRANQUEZA,normal,2022,8,36.9,-1.59,-0.59,-0.35,-0.59,6.7,225,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
VILLAFRANQUEZA,normal,2022,9,30.6,-1.58,0.43,-0.34,0.43,19.0,120,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
VILLAFRANQUEZA,normal,2022,10,25.1,-0.62,0.6,0.52,0.6,24.3,107,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
VILLAFRANQUEZA,normal,2022,11,19.9,-1.66,0.88,-0.42,0.88,31.2,194,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
VILLAFRANQUEZA,normal,2022,12,15.3,-1.95,-0.12,-0.68,-0.12,17.2,144,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
VILLAFRANQUEZA,normal,2023,1,14.8,-1.14,0.0,0.06,0.0,30.4,103,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
VILLAFRANQUEZA,normal,2023,2,14.5,-1.19,-0.19,0.01,-0.19,28.9,136,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
VILLAFRANQUEZA,normal,2023,3,20.0,-0.67,-0.25,0.48,-0.25,20.1,146,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
VILLAFRANQUEZA,normal,2023,4,22.9,-0.92,-0.66,0.26,-0.66,5.7,96,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
VILLAFRANQUEZA,normal,2023,5,26.2,-1.46,1.07,-0.24,1.07,17.0,170,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
VILLAFRANQUEZA,normal,2023,6,33.4,-1.75,-0.97,-0.5,-0.97,29.6,142,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
VILLAFRANQUEZA,normal,2023,7,39.3,-0.36,0.51,0.76,0.51,12.5,196,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
VILLAFRANQUEZA,normal,2023,8,40.6,-1.65,-0.07,-0.41,-0.07,11.6,226,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
VILLAFRANQUEZA,normal,2023,9,32.3,-0.96,-0.17,0.22,-0.17,29.8,207,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
VILLAFRANQUEZA,normal,2023,10,24.3,-1.26,0.15,-0.06,0.15,17.6,120,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
VILLAFRANQUEZA,normal,2023,11,20.5,-1.1,-0.52,0.09,-0.52,5.9,128,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
VILLAFRANQUEZA,normal,2023,12,14.7,-1.2,1.5,0.0,1.5,24.3,230,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
VILLAFRANQUEZA,normal,2024,1,15.1,-1.29,-0.69,-0.08,-0.69,19.6,120,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
VILLAFRANQUEZA,normal,2024,2,13.3,-1.07,-0.13,0.12,-0.13,13.5,107,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
VILLAFRANQUEZA,normal,2024,3,19.3,-0.59,1.27,0.56,1.27,20.3,111,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
VILLAFRANQUEZA,normal,2024,4,20.7,-1.75,0.87,-0.5,0.87,28.1,146,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
VILLAFRANQUEZA,normal,2024,5,26.4,-0.9,1.1,0.27,1.1,23.7,228,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
VILLAFRANQUEZA,normal,2024,6,32.3,-1.14,0.24,0.05,0.24,20.4,81,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
VILLAFRANQUEZA,normal,2024,7,38.5,-0.56,-1.69,0.59,-1.69,31.9,119,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
VILLAFRANQUEZA,normal,2024,8,39.1,-1.94,0.65,-0.67,0.65,11.4,114,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
VILLAFRANQUEZA,normal,2024,9,31.3,-0.65,-0.5,0.5,-0.5,13.8,189,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
VILLAFRANQUEZA,normal,2024,10,24.8,-0.67,1.31,0.48,1.31,23.1,102,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
VILLAFRANQUEZA,normal,2024,11,19.4,-1.22,0.2,-0.02,0.2,32.1,142,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
VILLAFRANQUEZA,normal,2024,12,13.5,-1.24,0.72,-0.04,0.72,18.1,233,0,Landsat 8/9 Band10 + ECOSTRESS (synthetic)
